epoch,step,train_loss:_epoch,train_loss:_step,val_loss:_epoch,val_loss:_step
0,4,,12.424539566040039,,
0,9,,11.587206840515137,,
0,14,,12.056710243225098,,
0,19,,11.699597358703613,,
0,24,,10.720094680786133,,
0,29,,10.492616653442383,,
0,34,,10.517885208129883,,
0,39,,10.372321128845215,,
0,44,,10.470620155334473,,
0,49,,9.700234413146973,,
0,54,,10.184428215026855,,
0,59,,9.507080078125,,
0,64,,9.506214141845703,,
0,69,,8.73726749420166,,
0,74,,9.136725425720215,,
0,79,,8.750439643859863,,
0,84,,8.816389083862305,,
0,89,,8.661161422729492,,
0,94,,8.256614685058594,,
0,99,,8.42341136932373,,
0,104,,8.398416519165039,,
0,109,,7.727410793304443,,
0,114,,8.257146835327148,,
0,119,,8.04581356048584,,
0,124,,7.861204147338867,,
0,129,,8.520967483520508,,
0,134,,8.106955528259277,,
0,139,,8.628266334533691,,
0,144,,8.059146881103516,,
0,149,,7.996473789215088,,
0,154,,7.817812919616699,,
,0,,,,7.480779647827148
,1,,,,7.496536731719971
,2,,,,8.083434104919434
,3,,,,7.826424598693848
0,156,,,7.721793174743652,
0,156,9.39052677154541,,,
1,159,,7.6108880043029785,,
1,164,,8.024965286254883,,
1,169,,7.666487216949463,,
1,174,,7.715562343597412,,
1,179,,7.8460540771484375,,
1,184,,7.538703441619873,,
1,189,,7.520501136779785,,
1,194,,7.397697448730469,,
1,199,,7.9865617752075195,,
1,204,,7.9010138511657715,,
1,209,,7.660366535186768,,
1,214,,7.844949722290039,,
1,219,,8.199341773986816,,
1,224,,7.156126499176025,,
1,229,,7.011660099029541,,
1,234,,8.018387794494629,,
1,239,,7.888789653778076,,
1,244,,7.744317531585693,,
1,249,,7.262111186981201,,
1,254,,7.321922302246094,,
1,259,,7.89989709854126,,
1,264,,7.788326263427734,,
1,269,,7.74812126159668,,
1,274,,7.718099117279053,,
1,279,,7.905817031860352,,
1,284,,7.338915824890137,,
1,289,,7.392503261566162,,
1,294,,7.134748458862305,,
1,299,,8.062880516052246,,
1,304,,7.57073974609375,,
1,309,,7.571491718292236,,
,4,,,,7.290381908416748
,5,,,,7.227679252624512
,6,,,,7.863664150238037
,7,,,,7.54665470123291
1,313,,,7.482094764709473,
1,313,7.683365821838379,,,
2,314,,7.041232585906982,,
2,319,,7.762074947357178,,
2,324,,7.440369606018066,,
2,329,,7.742347240447998,,
2,334,,7.622529029846191,,
2,339,,7.512434005737305,,
2,344,,7.425485610961914,,
2,349,,7.474259853363037,,
2,354,,7.296040058135986,,
2,359,,7.17846155166626,,
2,364,,7.868338584899902,,
2,369,,7.572998046875,,
2,374,,7.441199779510498,,
2,379,,7.4682793617248535,,
2,384,,7.5683274269104,,
2,389,,7.363472938537598,,
2,394,,7.532237529754639,,
2,399,,7.361846923828125,,
2,404,,7.687840938568115,,
2,409,,8.134744644165039,,
2,414,,7.323290824890137,,
