epoch,step,train_loss:_epoch,train_loss:_step,val_loss:_epoch,val_loss:_step
5,809,,8.732699394226074,,
5,814,,8.021305084228516,,
5,819,,8.637002944946289,,
5,824,,8.353743553161621,,
5,829,,8.447729110717773,,
5,834,,8.835906982421875,,
5,839,,8.225482940673828,,
5,844,,8.557099342346191,,
5,849,,8.27060604095459,,
5,854,,8.969884872436523,,
5,859,,7.687310218811035,,
5,864,,8.14313793182373,,
5,869,,8.364473342895508,,
5,874,,8.38919448852539,,
5,879,,7.833761215209961,,
5,884,,8.183302879333496,,
5,889,,8.151652336120605,,
5,894,,8.553423881530762,,
5,899,,8.160168647766113,,
5,904,,8.120144844055176,,
5,909,,8.512604713439941,,
5,914,,8.249557495117188,,
5,919,,7.628383636474609,,
5,924,,7.96173095703125,,
5,929,,8.138042449951172,,
5,934,,8.029451370239258,,
5,939,,8.15036678314209,,
,20,,,,7.782200813293457
,21,,,,7.80994987487793
,22,,,,8.286398887634277
,23,,,,8.116554260253906
5,941,,,7.998775959014893,
5,941,8.285975456237793,,,
6,944,,8.359548568725586,,
6,949,,8.548484802246094,,
6,954,,8.2966890335083,,
6,959,,7.959933280944824,,
6,964,,7.861110687255859,,
6,969,,8.044486045837402,,
6,974,,7.801835536956787,,
6,979,,7.921540260314941,,
6,984,,8.337089538574219,,
6,989,,8.05091667175293,,
6,994,,8.17077350616455,,
6,999,,8.206021308898926,,
6,1004,,7.817780017852783,,
6,1009,,7.800652503967285,,
6,1014,,8.135973930358887,,
6,1019,,8.322367668151855,,
6,1024,,8.10274600982666,,
6,1029,,7.577998638153076,,
6,1034,,7.703222274780273,,
6,1039,,8.027522087097168,,
6,1044,,7.902009010314941,,
6,1049,,8.014349937438965,,
6,1054,,8.01096248626709,,
6,1059,,8.20976448059082,,
6,1064,,7.916337490081787,,
6,1069,,7.902684688568115,,
6,1074,,8.144296646118164,,
6,1079,,8.12382698059082,,
6,1084,,7.954766273498535,,
6,1089,,7.691197395324707,,
6,1094,,7.914647102355957,,
,24,,,,7.622025012969971
,25,,,,7.545040607452393
,26,,,,8.052755355834961
,27,,,,7.719559192657471
6,1098,,,7.734845161437988,
6,1098,8.003047943115234,,,
7,1099,,7.667128086090088,,
7,1104,,8.07509994506836,,
7,1109,,7.968582630157471,,
7,1114,,7.848376274108887,,
7,1119,,7.876478672027588,,
7,1124,,7.3791184425354,,
7,1129,,8.499844551086426,,
7,1134,,7.844084739685059,,
7,1139,,7.925870418548584,,
7,1144,,7.517591953277588,,
7,1149,,7.763142108917236,,
7,1154,,7.802167892456055,,
7,1159,,7.8607401847839355,,
7,1164,,7.810849666595459,,
7,1169,,7.924925327301025,,
7,1174,,7.767062664031982,,
7,1179,,7.732575416564941,,
7,1184,,7.4025163650512695,,
7,1189,,7.500495433807373,,
7,1194,,7.707552433013916,,
7,1199,,7.736058235168457,,
7,1204,,7.669559001922607,,
7,1209,,7.826008319854736,,
7,1214,,7.485711097717285,,
7,1219,,7.918490886688232,,
7,1224,,7.7878570556640625,,
7,1229,,7.307209491729736,,
7,1234,,7.520661354064941,,
7,1239,,7.774805068969727,,
7,1244,,7.433933734893799,,
7,1249,,7.853374004364014,,
7,1254,,7.850739479064941,,
,28,,,,7.397603511810303
,29,,,,7.356631755828857
,30,,,,7.859707355499268
,31,,,,7.611246109008789
7,1255,,,7.556297302246094,
7,1255,7.77128267288208,,,
8,1259,,7.522146224975586,,
8,1264,,7.578213214874268,,
8,1269,,7.857138633728027,,
8,1274,,7.271853923797607,,
8,1279,,7.770413875579834,,
8,1284,,7.599183082580566,,
8,1289,,8.049300193786621,,
8,1294,,7.34090518951416,,
8,1299,,7.456486701965332,,
8,1304,,7.758994102478027,,
8,1309,,7.202990531921387,,
8,1314,,7.357668399810791,,
8,1319,,7.923998832702637,,
8,1324,,7.63745641708374,,
8,1329,,7.602175712585449,,
8,1334,,7.489698886871338,,
8,1339,,7.627816677093506,,
8,1344,,7.748607158660889,,
8,1349,,8.096949577331543,,
8,1354,,7.336203575134277,,
8,1359,,7.773591041564941,,
8,1364,,7.707007884979248,,
8,1369,,7.709338188171387,,
8,1374,,7.624826431274414,,
8,1379,,7.491261959075928,,
8,1384,,7.713323593139648,,
8,1389,,7.810102462768555,,
8,1394,,7.698980331420898,,
8,1399,,7.402856826782227,,
8,1404,,6.979671001434326,,
8,1409,,7.222951412200928,,
,32,,,,7.255270957946777
,33,,,,7.171248435974121
,34,,,,7.689695358276367
,35,,,,7.457769393920898
8,1412,,,7.393496036529541,
8,1412,7.596213340759277,,,
9,1414,,7.814180850982666,,
9,1419,,7.443055152893066,,
9,1424,,7.168464183807373,,
9,1429,,7.687371730804443,,
9,1434,,7.082244873046875,,
9,1439,,7.645575523376465,,
9,1444,,7.341065406799316,,
9,1449,,7.652195930480957,,
9,1454,,7.627256870269775,,
9,1459,,7.555749893188477,,
9,1464,,7.6758131980896,,
9,1469,,7.3958587646484375,,
9,1474,,7.3293986320495605,,
9,1479,,7.487534523010254,,
9,1484,,7.519664287567139,,
9,1489,,7.356691837310791,,
9,1494,,7.589510440826416,,
9,1499,,7.732059001922607,,
9,1504,,7.466701507568359,,
9,1509,,6.872371196746826,,
9,1514,,7.240500450134277,,
9,1519,,7.476809501647949,,
9,1524,,7.576550006866455,,
9,1529,,7.582066059112549,,
9,1534,,7.343951225280762,,
9,1539,,7.082425594329834,,
9,1544,,7.203376293182373,,
9,1549,,7.136783123016357,,
9,1554,,7.573102951049805,,
9,1559,,7.219186782836914,,
9,1564,,7.234907627105713,,
9,1569,,7.540096282958984,,
,36,,,,7.161898136138916
,37,,,,7.020323276519775
,38,,,,7.701362609863281
,39,,,,7.393675327301025
9,1569,,,7.319314479827881,
9,1569,7.464921951293945,,,
10,1574,,7.521511077880859,,
10,1579,,7.191691875457764,,
10,1584,,7.116697311401367,,
10,1589,,7.257037162780762,,
10,1594,,7.381232738494873,,
10,1599,,7.408920764923096,,
10,1604,,7.441714763641357,,
10,1609,,7.490531921386719,,
10,1614,,7.423074722290039,,
10,1619,,7.517874717712402,,
10,1624,,7.461095333099365,,
10,1629,,7.357967853546143,,
10,1634,,7.456618309020996,,
10,1639,,7.411165714263916,,
10,1644,,7.394126892089844,,
10,1649,,7.459500789642334,,
10,1654,,7.455245018005371,,
10,1659,,7.37924861907959,,
10,1664,,7.57682466506958,,
10,1669,,7.20538854598999,,
10,1674,,7.225882530212402,,
10,1679,,7.159936428070068,,
10,1684,,7.608211040496826,,
10,1689,,7.296594142913818,,
10,1694,,7.44106388092041,,
10,1699,,7.419327259063721,,
10,1704,,7.176027774810791,,
10,1709,,7.134571552276611,,
10,1714,,6.941973686218262,,
10,1719,,7.274758338928223,,
10,1724,,7.03961706161499,,
,40,,,,7.018294334411621
,41,,,,6.897298812866211
,42,,,,7.602828025817871
,43,,,,7.289304733276367
10,1726,,,7.201931476593018,
10,1726,7.357966423034668,,,
11,1729,,7.080718994140625,,
11,1734,,7.304505348205566,,
11,1739,,7.122612953186035,,
11,1744,,7.554787635803223,,
11,1749,,7.487302303314209,,
11,1754,,7.00683069229126,,
11,1759,,7.249794960021973,,
11,1764,,7.12017297744751,,
11,1769,,7.056752681732178,,
11,1774,,7.109830379486084,,
11,1779,,7.051383018493652,,
11,1784,,7.343690395355225,,
11,1789,,7.02058219909668,,
11,1794,,7.275265216827393,,
11,1799,,7.543254375457764,,
11,1804,,7.405076503753662,,
11,1809,,7.261100769042969,,
11,1814,,7.060922622680664,,
11,1819,,6.8565192222595215,,
11,1824,,7.312592506408691,,
11,1829,,7.291604995727539,,
11,1834,,7.113016128540039,,
11,1839,,7.577273845672607,,
11,1844,,6.684577941894531,,
11,1849,,7.517281532287598,,
11,1854,,7.247426986694336,,
11,1859,,7.151740550994873,,
11,1864,,7.161365985870361,,
11,1869,,6.91603422164917,,
11,1874,,7.49341344833374,,
11,1879,,7.197811603546143,,
,44,,,,6.896931171417236
,45,,,,6.82502555847168
,46,,,,7.452006816864014
,47,,,,7.129645824432373
11,1883,,,7.075902462005615,
11,1883,7.265105247497559,,,
12,1884,,7.2339372634887695,,
12,1889,,7.314669609069824,,
12,1894,,7.183374881744385,,
12,1899,,7.079949855804443,,
12,1904,,7.332639217376709,,
12,1909,,7.240219593048096,,
12,1914,,7.259299278259277,,
12,1919,,7.1537394523620605,,
12,1924,,7.107860565185547,,
12,1929,,6.699760437011719,,
12,1934,,7.645643711090088,,
12,1939,,7.317683696746826,,
12,1944,,7.03005313873291,,
12,1949,,7.387900352478027,,
12,1954,,7.308938980102539,,
12,1959,,7.2770676612854,,
12,1964,,6.898564338684082,,
12,1969,,6.8860650062561035,,
12,1974,,7.267371654510498,,
12,1979,,7.427692890167236,,
12,1984,,7.463597297668457,,
12,1989,,7.1425652503967285,,
12,1994,,6.960212230682373,,
12,1999,,7.235932350158691,,
12,2004,,6.969870567321777,,
12,2009,,6.957825660705566,,
12,2014,,7.148542404174805,,
12,2019,,6.915805339813232,,
12,2024,,7.169491291046143,,
12,2029,,7.27661657333374,,
12,2034,,6.890275955200195,,
12,2039,,7.041558742523193,,
,48,,,,6.869658470153809
,49,,,,6.742925643920898
,50,,,,7.365915298461914
,51,,,,7.081521987915039
12,2040,,,7.015005588531494,
12,2040,7.183524131774902,,,
13,2044,,7.0852274894714355,,
13,2049,,7.19788122177124,,
13,2054,,7.230799198150635,,
13,2059,,7.431149959564209,,
13,2064,,7.227222919464111,,
13,2069,,6.688671588897705,,
13,2074,,7.295786380767822,,
13,2079,,6.8362274169921875,,
13,2084,,6.864926815032959,,
13,2089,,6.987170219421387,,
13,2094,,7.403619289398193,,
13,2099,,7.200341701507568,,
13,2104,,6.978662967681885,,
13,2109,,6.975516319274902,,
13,2114,,7.164036750793457,,
13,2119,,6.984044075012207,,
13,2124,,6.859817981719971,,
13,2129,,6.849064826965332,,
13,2134,,7.415651798248291,,
13,2139,,7.294970512390137,,
13,2144,,7.300325870513916,,
13,2149,,7.210439205169678,,
13,2154,,6.949164867401123,,
13,2159,,6.9299163818359375,,
13,2164,,6.972504615783691,,
13,2169,,7.745815277099609,,
13,2174,,6.849411964416504,,
13,2179,,6.8898210525512695,,
13,2184,,6.7023186683654785,,
13,2189,,6.830147743225098,,
13,2194,,7.180851459503174,,
,52,,,,6.841887474060059
,53,,,,6.730409622192383
,54,,,,7.323325157165527
,55,,,,7.028804779052734
13,2197,,,6.981106758117676,
13,2197,7.1048078536987305,,,
14,2199,,7.376142501831055,,
14,2204,,7.208320140838623,,
14,2209,,6.659694671630859,,
14,2214,,6.7892327308654785,,
14,2219,,7.527123928070068,,
14,2224,,7.2035746574401855,,
14,2229,,6.98649787902832,,
14,2234,,7.420763969421387,,
14,2239,,7.229703426361084,,
14,2244,,7.292101860046387,,
14,2249,,6.66873836517334,,
14,2254,,6.816447734832764,,
14,2259,,7.123517990112305,,
14,2264,,7.077217102050781,,
14,2269,,7.017053127288818,,
14,2274,,7.160836696624756,,
14,2279,,6.802644729614258,,
14,2284,,7.050655841827393,,
14,2289,,7.408241271972656,,
14,2294,,6.765046119689941,,
14,2299,,7.064089775085449,,
14,2304,,7.200197696685791,,
14,2309,,7.211016654968262,,
14,2314,,6.895534515380859,,
14,2319,,6.783965110778809,,
14,2324,,7.267310619354248,,
14,2329,,6.920687198638916,,
14,2334,,6.878100395202637,,
14,2339,,6.9967193603515625,,
14,2344,,7.273462295532227,,
14,2349,,7.02056360244751,,
14,2354,,7.270676136016846,,
,56,,,,6.789690971374512
,57,,,,6.625569820404053
,58,,,,7.19650936126709
,59,,,,6.904035568237305
14,2354,,,6.878951549530029,
14,2354,7.029524803161621,,,
15,2359,,7.189207077026367,,
15,2364,,7.030919551849365,,
15,2369,,6.998796463012695,,
15,2374,,6.9593658447265625,,
15,2379,,6.681421756744385,,
15,2384,,6.94610595703125,,
15,2389,,6.722815990447998,,
15,2394,,7.049454212188721,,
15,2399,,7.045158386230469,,
15,2404,,7.044743061065674,,
15,2409,,6.825826168060303,,
15,2414,,7.11247444152832,,
15,2419,,6.844518661499023,,
15,2424,,6.926244735717773,,
15,2429,,7.030995845794678,,
15,2434,,6.8290934562683105,,
15,2439,,7.330920219421387,,
15,2444,,7.251964092254639,,
15,2449,,7.040383338928223,,
15,2454,,6.704253196716309,,
15,2459,,6.871017932891846,,
15,2464,,6.851647853851318,,
15,2469,,6.720958232879639,,
15,2474,,7.144765377044678,,
15,2479,,6.737199783325195,,
15,2484,,6.719664096832275,,
15,2489,,6.568399429321289,,
15,2494,,6.589663028717041,,
15,2499,,6.832688331604004,,
15,2504,,7.028628349304199,,
15,2509,,7.121312618255615,,
,60,,,,6.728018760681152
,61,,,,6.57392692565918
,62,,,,7.257418155670166
,63,,,,6.91379451751709
15,2511,,,6.868289947509766,
15,2511,6.96803617477417,,,
16,2514,,6.948951244354248,,
16,2519,,6.881051063537598,,
16,2524,,6.682333946228027,,
16,2529,,7.079647064208984,,
16,2534,,6.631954193115234,,
16,2539,,6.868406772613525,,
16,2544,,6.623586177825928,,
16,2549,,6.803761005401611,,
16,2554,,7.4492011070251465,,
16,2559,,7.04495096206665,,
16,2564,,6.772669315338135,,
16,2569,,6.583377361297607,,
16,2574,,6.687036037445068,,
16,2579,,7.13944673538208,,
16,2584,,6.60343074798584,,
16,2589,,7.270827293395996,,
16,2594,,6.864954471588135,,
16,2599,,7.354822635650635,,
16,2604,,6.234386920928955,,
16,2609,,6.736583232879639,,
16,2614,,7.126872539520264,,
16,2619,,6.6950531005859375,,
16,2624,,6.831131935119629,,
16,2629,,6.621525287628174,,
16,2634,,7.419439315795898,,
16,2639,,6.916316986083984,,
16,2644,,6.78626823425293,,
16,2649,,6.6574530601501465,,
16,2654,,7.019400596618652,,
16,2659,,7.140774250030518,,
16,2664,,7.183230876922607,,
,64,,,,6.716042518615723
,65,,,,6.528210163116455
,66,,,,7.106756210327148
,67,,,,6.834169864654541
16,2668,,,6.796294689178467,
16,2668,6.918732643127441,,,
17,2669,,6.897966384887695,,
17,2674,,7.016776084899902,,
17,2679,,6.854251384735107,,
17,2684,,6.766478061676025,,
17,2689,,6.662115097045898,,
17,2694,,7.100831031799316,,
17,2699,,6.409578800201416,,
17,2704,,6.4764885902404785,,
17,2709,,7.093103885650635,,
17,2714,,6.916590213775635,,
17,2719,,6.628223896026611,,
17,2724,,7.134567737579346,,
17,2729,,6.8193359375,,
17,2734,,6.685930252075195,,
17,2739,,6.947917461395264,,
17,2744,,6.225409030914307,,
17,2749,,6.954838275909424,,
17,2754,,7.187062740325928,,
17,2759,,6.972758769989014,,
17,2764,,6.8037543296813965,,
17,2769,,7.660386562347412,,
17,2774,,7.063270092010498,,
17,2779,,6.73631477355957,,
17,2784,,6.732369422912598,,
17,2789,,6.99222469329834,,
17,2794,,7.124982833862305,,
17,2799,,6.709109783172607,,
17,2804,,6.822688579559326,,
17,2809,,6.779714107513428,,
17,2814,,6.775754451751709,,
17,2819,,6.658268451690674,,
17,2824,,7.180156707763672,,
,68,,,,6.538101673126221
,69,,,,6.454283237457275
,70,,,,7.075711727142334
,71,,,,6.782690048217773
17,2825,,,6.712696552276611,
17,2825,6.851258754730225,,,
18,2829,,7.028510093688965,,
18,2834,,6.901363372802734,,
18,2839,,7.023431777954102,,
18,2844,,6.498451232910156,,
18,2849,,6.685486793518066,,
18,2854,,7.037759780883789,,
18,2859,,7.020569801330566,,
18,2864,,6.7254180908203125,,
18,2869,,6.488276958465576,,
18,2874,,6.668383598327637,,
18,2879,,7.023797988891602,,
18,2884,,6.798621654510498,,
18,2889,,6.733160972595215,,
18,2894,,6.542685508728027,,
18,2899,,6.71169900894165,,
18,2904,,6.801583290100098,,
18,2909,,7.171685218811035,,
18,2914,,6.500701904296875,,
18,2919,,7.001958847045898,,
18,2924,,6.910798072814941,,
18,2929,,6.894590377807617,,
18,2934,,6.807412624359131,,
18,2939,,6.965792655944824,,
18,2944,,6.802679061889648,,
18,2949,,6.5371270179748535,,
18,2954,,6.246603488922119,,
18,2959,,6.8579630851745605,,
18,2964,,6.329753398895264,,
18,2969,,6.782590389251709,,
18,2974,,6.672360897064209,,
18,2979,,6.805486679077148,,
,72,,,,6.559092998504639
,73,,,,6.489383220672607
,74,,,,6.97087287902832
,75,,,,6.725831031799316
18,2982,,,6.6862945556640625,
18,2982,6.8043742179870605,,,
19,2984,,6.561750411987305,,
19,2989,,6.881095886230469,,
19,2994,,6.636573314666748,,
19,2999,,6.9260149002075195,,
19,3004,,6.772790431976318,,
19,3009,,6.854586124420166,,
19,3014,,7.048560619354248,,
19,3019,,6.8342204093933105,,
19,3024,,6.883704662322998,,
19,3029,,6.618168830871582,,
19,3034,,6.59556245803833,,
19,3039,,6.886412143707275,,
19,3044,,6.464040279388428,,
19,3049,,6.592098712921143,,
19,3054,,6.731241226196289,,
19,3059,,7.368264198303223,,
19,3064,,6.613383769989014,,
19,3069,,6.815937519073486,,
19,3074,,7.023958683013916,,
19,3079,,6.597081184387207,,
19,3084,,6.699774742126465,,
19,3089,,6.463106155395508,,
19,3094,,6.9060587882995605,,
19,3099,,6.459792137145996,,
19,3104,,6.521964073181152,,
19,3109,,6.808024883270264,,
19,3114,,6.828422546386719,,
19,3119,,6.926459312438965,,
19,3124,,6.669538497924805,,
19,3129,,6.729587078094482,,
19,3134,,7.106348037719727,,
19,3139,,7.044957637786865,,
,76,,,,6.454503059387207
,77,,,,6.303130149841309
,78,,,,7.03225564956665
,79,,,,6.673220157623291
19,3139,,,6.615777015686035,
19,3139,6.7521891593933105,,,
20,3144,,6.462660312652588,,
20,3149,,6.681992530822754,,
20,3154,,6.859536170959473,,
20,3159,,6.313840389251709,,
20,3164,,6.526845932006836,,
20,3169,,6.7546539306640625,,
20,3174,,7.00955057144165,,
20,3179,,6.759203910827637,,
20,3184,,7.081817626953125,,
20,3189,,6.631009578704834,,
20,3194,,6.635937213897705,,
20,3199,,7.1765289306640625,,
20,3204,,6.872689723968506,,
20,3209,,6.542338848114014,,
20,3214,,6.43142032623291,,
20,3219,,6.9539103507995605,,
20,3224,,6.576396465301514,,
20,3229,,6.691756248474121,,
20,3234,,6.488117694854736,,
20,3239,,6.734663486480713,,
20,3244,,6.326345920562744,,
20,3249,,6.8250932693481445,,
20,3254,,6.6961212158203125,,
20,3259,,6.748527526855469,,
20,3264,,7.058114051818848,,
20,3269,,6.834118366241455,,
20,3274,,6.801023483276367,,
20,3279,,6.610134124755859,,
20,3284,,6.9331278800964355,,
20,3289,,6.604463577270508,,
20,3294,,6.994555473327637,,
,80,,,,6.415848255157471
,81,,,,6.397218704223633
,82,,,,6.980987548828125
,83,,,,6.657360553741455
20,3296,,,6.612853527069092,
20,3296,6.70952033996582,,,
21,3299,,6.747531414031982,,
21,3304,,6.61076021194458,,
21,3309,,6.728896141052246,,
21,3314,,6.541929721832275,,
21,3319,,6.500730037689209,,
21,3324,,7.030495643615723,,
21,3329,,6.60577917098999,,
21,3334,,6.514571189880371,,
21,3339,,7.0111589431762695,,
21,3344,,6.479249000549316,,
21,3349,,7.019654273986816,,
21,3354,,6.807480335235596,,
21,3359,,7.038177967071533,,
21,3364,,6.460825443267822,,
21,3369,,6.501047611236572,,
21,3374,,6.790354251861572,,
21,3379,,6.432159900665283,,
21,3384,,6.568190097808838,,
21,3389,,6.810815334320068,,
21,3394,,6.768404960632324,,
21,3399,,6.650380611419678,,
21,3404,,6.972438812255859,,
21,3409,,6.595993518829346,,
21,3414,,6.170306205749512,,
21,3419,,6.214487552642822,,
21,3424,,6.559848308563232,,
21,3429,,6.650480270385742,,
21,3434,,6.767697811126709,,
21,3439,,7.007454872131348,,
21,3444,,6.383559226989746,,
21,3449,,6.669576168060303,,
,84,,,,6.378952503204346
,85,,,,6.363179683685303
,86,,,,6.925663471221924
,87,,,,6.605860233306885
21,3453,,,6.568413734436035,
21,3453,6.669681072235107,,,
22,3454,,6.715042591094971,,
22,3459,,6.81144905090332,,
22,3464,,6.783051490783691,,
22,3469,,6.771188735961914,,
22,3474,,6.442232608795166,,
22,3479,,6.662177562713623,,
22,3484,,6.750057697296143,,
22,3489,,6.72479248046875,,
22,3494,,6.810290813446045,,
22,3499,,6.875651836395264,,
22,3504,,6.500087261199951,,
22,3509,,6.770201206207275,,
22,3514,,6.645296096801758,,
22,3519,,6.616069316864014,,
22,3524,,6.565718650817871,,
22,3529,,6.443093299865723,,
22,3534,,6.616301536560059,,
22,3539,,6.706377983093262,,
22,3544,,6.471115589141846,,
22,3549,,6.890145301818848,,
22,3554,,6.6816020011901855,,
22,3559,,6.499567031860352,,
22,3564,,6.408768177032471,,
22,3569,,6.551878929138184,,
22,3574,,6.268105506896973,,
22,3579,,6.912197589874268,,
22,3584,,6.355832576751709,,
22,3589,,6.712414264678955,,
22,3594,,6.238687992095947,,
22,3599,,6.276248455047607,,
22,3604,,6.743956089019775,,
22,3609,,6.561678409576416,,
,88,,,,6.436944484710693
,89,,,,6.244399070739746
,90,,,,6.882834434509277
,91,,,,6.5689897537231445
22,3610,,,6.533291816711426,
22,3610,6.625164985656738,,,
23,3614,,6.688834190368652,,
23,3619,,6.771744251251221,,
23,3624,,6.70121431350708,,
23,3629,,6.782262802124023,,
23,3634,,6.215290546417236,,
23,3639,,6.480259895324707,,
23,3644,,6.779943466186523,,
23,3649,,6.392940521240234,,
23,3654,,6.622198104858398,,
23,3659,,6.961903095245361,,
23,3664,,6.793104648590088,,
23,3669,,7.024587154388428,,
23,3674,,6.4096360206604,,
23,3679,,6.957597732543945,,
23,3684,,6.812966346740723,,
23,3689,,6.664261817932129,,
23,3694,,6.758819580078125,,
23,3699,,6.140828609466553,,
23,3704,,6.159388065338135,,
23,3709,,6.689833164215088,,
23,3714,,6.543411731719971,,
23,3719,,6.216159343719482,,
23,3724,,6.414032459259033,,
23,3729,,6.256343841552734,,
23,3734,,6.450268268585205,,
23,3739,,6.970307350158691,,
23,3744,,6.280322074890137,,
23,3749,,6.433567523956299,,
23,3754,,6.598946571350098,,
23,3759,,6.6303324699401855,,
23,3764,,6.517236232757568,,
,92,,,,6.295567512512207
